,어느 길드 내부,Guild,None,normal,FALSE,None
타르트,흠 고블린 퇴치? 초보 모험가들이나 하는 퀘스트잖아!,Guild,None,angry,FALSE,None
타르트,약초 체집? 으갹! 이렇게 깊은 곳 까지 가야 한다고?,Guild,None,surprise,TRUE,None
타르트,저번에도 실수로 길을 잃어서 3일동안 풀만 캐먹다가 겨우겨우 구조됐는데..,Guild,None,sad,FALSE,Sad
타르트,의뢰주 호의? 오! 보수는 꽤 두둑한데?,Guild,None,smile,FALSE,None
타르트,어디보자 기간은..,Guild,None,normal,FALSE,None
타르트,끄악! 그럼 그렇지! 꼬박 2년동안 동행해야 하잖아!,Guild,None,cutesad,FALSE,None
타르트,안돼안돼 시간 없다고!! 밀린 이자가 몇인데! 보수도 좋고 조건도 좋은 퀘스트 어디 없나?,Guild,None,sad,FALSE,None
타르트,이런식으로 살다간 빚더미에 깔려 죽을게 분명해!,Guild,None,sad,FALSE,None
타르트,안좋은 생각은 그만하자.. 일단 할만한 퀘스트를 모아보는거야,Guild,None,cutesad,FALSE,None
,(2시간 후),Guild,None,cutesad,FALSE,None
타르트,응.. 이건?,Guild,None,normal,FALSE,None
,[오늘은 제 생일이입니다. 케이크가 먹고싶어요. 주소 : 마왕성. 보상 : 원하는 만큼],Guild,None,normal,FALSE,None
타르트,...?,Guild,None,embrass,FALSE,None
타르트,뭐야 고작 케이크가 먹고 싶어서 퀘스트를 신청한거야? 그것도 보수를 원하는 만큼 전부 준다고?,Guild,None,embrass,FALSE,None
타르트,(꿀꺽) 이건..,Guild,None,embrass,FALSE,Think
타르트,장난하나! 무조건 꼬맹이 장난이잖아,Guild,None,angry,TRUE,None
타르트,정규 양식도 안지키고! 의뢰 내용이랑 보수도 터무니 없고!,Guild,None,angry,FALSE,None
타르트,무엇보다 이거 스케치북에 크레파스로 적은거 맞지?!,Guild,None,angry,FALSE,None
타르트,이런 엉터리 퀘스트는 무시하고 다시..,Guild,None,cutesad,FALSE,None
타르트,무시하고..,Guild,None,cutesad,FALSE,None
타르트,잠깐! 혹시 .. 엉터리가 아니라면?,Guild,None,curious,FALSE,None
타르트,그래. 이건 일종의 시험이 아닐까? 최대한 엉성하게 만들어서 평범한 사람은 이 퀘스트를 무시하게 만드는?,Guild,None,hesitate,FALSE,None
타르트,맞아 들어본적 있어..!,Guild,None,hesitate,FALSE,None
타르트,"일명 ""몰래 카메라 퀘스트!!!""",Guild,None,angry,TRUE,None
타르트,정말 몰래카메라 퀘스트라면 반드시 수락해야 하잖아!!,Guild,None,embrass,FALSE,None
타르트,후후.. 하하하하!! 이 퀘스트로 난 백만장자가 되는거야!,Guild,None,smile,FALSE,None
타르트,침대도 새로 사고!,Guild,None,smile,FALSE,None
타르트,가구도 새로 사고!,Guild,None,smile,FALSE,None
타르트,검! 떼먹힌 할부도 다 값고 새로운 검도 사는거야!,Guild,None,smile,FALSE,None
타르트,.. 그리고.. 밥을 다 먹은 후에 후식 푸딩을 무려 2개나 먹는 삶을 즐기는거지!,Guild,None,smile,FALSE,None
타르트,흐히히.. 헤에.. 너무 행복하잖아!! 바로 출발이다!!,Guild,None,hesitate,FALSE,Happy
,...,Black,Normal,sad,FALSE,None
,[3시간 후],CastleAround,None,sad,FALSE,None
타르트,헉.. 헉..,CastleAround,None,hesitate,FALSE,None
